luminosity_distance KNphi inclination_EM timeshift log10_mej_dyn log10_mej_wind Ebv log_likelihood log_prior
194.42790746688843 63.92758369445801 1.0816475222593998 0.791616678237915 -2.954707980155945 -0.7229663729667664 0.0 -31.388187306621177 -12.918591661508035
69.51781511306763 48.64742159843445 1.0370246856089111 -1.147285521030426 -2.115398645401001 -2.3824858963489532 0.0 -31.388187306621177 -12.943642917342014
191.9210910797119 36.859763860702515 1.1586495658302471 0.21247053146362305 -1.4130305051803589 -1.1703776121139526 0.0 -31.388187306621177 -12.881311157633945
162.0782971382141 66.37527823448181 0.7174703795683445 0.049076080322265625 -2.776640295982361 -2.1826748847961426 0.0 -31.388187306621177 -13.21319905594445
130.99887371063232 33.86693000793457 0.4363981027229852 -0.0722266435623169 -2.2972018718719482 -1.8627627491950989 0.0 -31.388187306621177 -13.655004197935526
192.75431632995605 43.46541881561279 0.4597212370630309 0.25956296920776367 -2.7333821058273315 -0.5152972340583801 0.0 -31.388187306621177 -13.606469754580857
199.47739839553833 27.31885313987732 0.8182741332570604 -1.6018811464309692 -2.3991942405700684 -0.5973139703273773 0.0 -31.388187306621177 -13.108614825428464
184.62728261947632 34.879138469696045 0.9039953909207785 -0.11420392990112305 -2.3920230865478516 -1.5182340443134308 0.0 -31.388187306621177 -13.034906904766029
41.914308071136475 23.928608894348145 0.3623461150043625 -0.420066237449646 -1.848821759223938 -2.6204079687595367 0.0 -31.388187306621177 -13.83099374137985
88.60747814178467 29.684057235717773 1.1286398097638055 -0.8769183158874512 -2.5127274990081787 -1.4283018112182617 0.0 -31.388187306621177 -12.894972177448917
119.04165744781494 72.95618176460266 0.9372727944593453 -0.5156814455986023 -1.4801582098007202 -2.1861966252326965 0.0 -31.388187306621177 -13.009597069864888
25.127243995666504 46.156357526779175 1.3580310352163711 -1.8814494013786316 -2.6603585481643677 -2.8016440868377686 0.0 -31.388187306621177 -12.816666709430216
141.41148328781128 41.26556754112244 0.7824333865814015 -1.1086944341659546 -1.5753837823867798 -0.8470148146152496 0.0 -31.388187306621177 -13.143406484854939
94.22304630279541 26.954716444015503 1.3216150127101938 -1.6972544193267822 -2.906742811203003 -2.2384137213230133 0.0 -31.388187306621177 -12.825231673768755
166.39796495437622 30.529836416244507 0.4984969791785268 -0.4193032383918762 -2.6575957536697388 -1.0401356518268585 0.0 -31.388187306621177 -13.531782181265665
14.769387245178223 67.07189798355103 0.9721177460923001 -0.6272016167640686 -2.095024824142456 -2.973631352186203 0.0 -31.388187306621177 -12.984921729210576
36.84791326522827 21.023318767547607 1.4043709556249668 -1.384623646736145 -1.663727879524231 -0.6327191293239594 0.0 -31.388187306621177 -12.80777241754959
8.126473426818848 63.20024371147156 1.118813758989245 -1.0334178805351257 -1.3185056447982788 -1.4949932992458344 0.0 -31.388187306621177 -12.899683283896543
171.32772207260132 51.61593675613403 0.8262156586589827 -0.7887735962867737 -2.4601751565933228 -2.4300100207328796 0.0 -31.388187306621177 -13.101237915027212
55.01352548599243 66.84779047966003 0.46953306118353516 -0.7178835272789001 -1.213477373123169 -0.7117958664894104 0.0 -31.388187306621177 -13.58689328554118
36.31284236907959 34.29349422454834 1.3943852665346244 0.310316264629364 -1.037616491317749 -1.5558772087097168 0.0 -31.388187306621177 -12.809501126716654
23.245441913604736 20.186941623687744 1.0417321389074299 -0.778353214263916 -1.8066730499267578 -1.2523374259471893 0.0 -31.388187306621177 -12.940875759826067
129.01729345321655 53.5089111328125 0.23376582289702197 -0.4972519874572754 -2.9787352085113525 -0.8133766353130341 0.0 -31.388187306621177 -14.256419123320608
46.52204513549805 22.94113039970398 0.7005503830564347 -0.5380539298057556 -2.12600839138031 -0.8586310148239136 0.0 -31.388187306621177 -13.232924823770237
104.01866436004639 58.62126588821411 0.581589333625188 -0.530921220779419 -1.3628476858139038 -2.800841361284256 0.0 -31.388187306621177 -13.392873982008354
158.59848260879517 19.47222590446472 0.8099242982215576 0.48332124948501587 -1.107474446296692 -1.0779309570789337 0.0 -31.388187306621177 -13.116498697146888
132.90013074874878 67.57060647010803 0.466118141590086 -0.6007675528526306 -2.9216333627700806 -2.1206520795822144 0.0 -31.388187306621177 -13.593652410236658
92.32631921768188 46.71190023422241 0.7612124207769487 -1.832674503326416 -1.4680792093276978 -0.5822167098522186 0.0 -31.388187306621177 -13.16521325888899
171.8302845954895 41.00297927856445 1.3246184738529654 0.12284201383590698 -2.459185838699341 -2.9032843112945557 0.0 -31.388187306621177 -12.824472182914548
78.40049266815186 45.508586168289185 0.7572726727456877 -0.13964128494262695 -2.566098928451538 -2.546227306127548 0.0 -31.388187306621177 -13.169364696170028
114.09287452697754 28.510183095932007 1.4173511664834384 -0.641217052936554 -2.934365391731262 -0.7563901245594025 0.0 -31.388187306621177 -12.80567851009502
89.81876373291016 19.604344367980957 1.052300419814335 -0.09929227828979492 -1.20144522190094 -2.7002629935741425 0.0 -31.388187306621177 -12.934771529654594
154.89150285720825 64.8966121673584 1.4620184495819304 0.9151915907859802 -1.5363056659698486 -0.7409426867961884 0.0 -31.388187306621177 -12.799787328253675
171.77138328552246 56.91750884056091 1.283260750801818 -1.878445327281952 -1.637073040008545 -2.1666707396507263 0.0 -31.388187306621177 -12.835780166357878
119.90149021148682 59.855003356933594 0.625218014926297 -1.9875432848930359 -2.1493656635284424 -0.542726993560791 0.0 -31.388187306621177 -13.329534371374528
10.078883171081543 72.41207957267761 0.2751115772778969 -0.9530803561210632 -2.0606937408447266 -1.0755284428596497 0.0 -31.388187306621177 -14.097084213545703
128.4541368484497 62.09381103515625 1.0661445144856858 0.7720749974250793 -1.6035685539245605 -0.6553782820701599 0.0 -31.388187306621177 -12.926998920193757
172.27911949157715 50.42993903160095 1.3656977140770206 -1.979503095149994 -2.3642923831939697 -0.7407288551330566 0.0 -31.388187306621177 -12.815041164867928
76.40985250473022 16.451228857040405 0.8028955803078207 -1.4247310757637024 -2.4361233711242676 -2.4247430562973022 0.0 -31.388187306621177 -13.12323813348143
45.24902105331421 38.96961808204651 0.45921843083921277 -0.8095451593399048 -1.0864430665969849 -0.6972226798534393 0.0 -31.388187306621177 -13.607485958754246
196.38160467147827 55.8313250541687 1.3552213931940225 -0.1633182168006897 -2.025459408760071 -2.5208753645420074 0.0 -31.388187306621177 -12.817277823589365
119.52039003372192 53.78906607627869 0.41311808702513025 0.7113621234893799 -1.53055739402771 -1.5553926229476929 0.0 -31.388187306621177 -13.706489131233027
89.82267379760742 16.609725952148438 0.9945326613655021 -1.345115065574646 -2.389689087867737 -2.6791911125183105 0.0 -31.388187306621177 -12.969994751937065
137.3233675956726 71.50323987007141 1.449498451859569 -0.18692076206207275 -2.6035393476486206 -2.7913435101509094 0.0 -31.388187306621177 -12.801234008553116
170.893132686615 21.7533016204834 0.6348767713335396 0.9335935115814209 -2.5756765604019165 -1.6822973191738129 0.0 -31.388187306621177 -13.316288155388833
91.67513847351074 57.47790813446045 0.8180297153020113 -0.5702393651008606 -1.8379242420196533 -1.6786672472953796 0.0 -31.388187306621177 -13.108843734595947
24.63771104812622 20.60003399848938 1.0470739361594512 -1.4835184812545776 -2.62943434715271 -1.0405917763710022 0.0 -31.388187306621177 -12.937771726020756
56.992506980895996 42.714682817459106 1.2688995328862165 0.14595264196395874 -1.5540424585342407 -2.9583905935287476 0.0 -31.388187306621177 -12.840139685294524
186.060893535614 72.25439786911011 1.2073020465874278 -0.1933276653289795 -1.2327055931091309 -2.593203514814377 0.0 -31.388187306621177 -12.861431583239959
13.073372840881348 67.97781229019165 0.7865845009331629 0.9902428388595581 -1.962000846862793 -1.6653056740760803 0.0 -31.388187306621177 -13.139247969461518
171.7939853668213 35.82489252090454 1.1987436554068402 -0.1910272240638733 -1.7507545948028564 -0.7658846974372864 0.0 -31.388187306621177 -12.864729187769434
149.4448184967041 24.98948335647583 1.1392265389524934 -0.4279467463493347 -2.357052803039551 -1.7704306840896606 0.0 -31.388187306621177 -12.890028604768137
115.18574953079224 68.4913158416748 1.4624852187625483 -0.2643944025039673 -2.4693061113357544 -2.3624643981456757 0.0 -31.388187306621177 -12.799736463108982
187.6461625099182 33.62097501754761 0.6468623186217876 0.8512927889823914 -1.813550591468811 -1.3243459463119507 0.0 -31.388187306621177 -13.300218965692189
150.91664791107178 39.464031457901 0.687293137420011 -1.8145860433578491 -1.826351284980774 -1.19382444024086 0.0 -31.388187306621177 -13.248860527460774
84.77054834365845 36.238582134246826 1.5393709834282625 0.4114841818809509 -2.8696659803390503 -1.0200739204883575 0.0 -31.388187306621177 -12.79435316782817
49.20332431793213 59.484922885894775 1.1888135532858195 -0.9936103224754333 -2.6028696298599243 -2.713424891233444 0.0 -31.388187306621177 -12.868661136301402
66.58555269241333 38.85942578315735 1.2999144250940005 -0.3734213709831238 -1.9950124025344849 -1.0267944931983948 0.0 -31.388187306621177 -12.83100547462102
80.40052652359009 17.561652660369873 0.42015862777155877 -1.135194480419159 -2.7288544178009033 -1.0325132608413696 0.0 -31.388187306621177 -13.690579576289455
63.597238063812256 56.383137702941895 0.8285011571270546 -0.10037213563919067 -2.676695704460144 -2.018859416246414 0.0 -31.388187306621177 -13.099136594887383
179.8301100730896 51.08204126358032 0.6094617534440189 -1.9484159350395203 -2.347373127937317 -1.9943993091583252 0.0 -31.388187306621177 -13.351730762876905
67.62893199920654 42.860004901885986 0.9804517644852471 -1.8382579684257507 -2.650007963180542 -0.875359058380127 0.0 -31.388187306621177 -12.979286971691309
109.07214879989624 58.98882865905762 0.7127921148371491 0.6638659238815308 -1.0965467691421509 -2.7841985523700714 0.0 -31.388187306621177 -13.218585741190381
66.25199317932129 34.70349311828613 1.2395573303986713 0.2771643400192261 -1.8255088329315186 -2.9828532338142395 0.0 -31.388187306621177 -12.849752505691097
111.09277009963989 19.683222770690918 1.4774610817856668 -0.43322157859802246 -1.8709471225738525 -1.330293446779251 0.0 -31.388187306621177 -12.798221383282566
18.79938840866089 70.46612620353699 1.5382518702094994 -1.0166926980018616 -1.4303984642028809 -2.538476914167404 0.0 -31.388187306621177 -12.794388974767678
163.71397972106934 32.44657516479492 0.572026451018032 0.9067390561103821 -2.4690465927124023 -1.0891938507556915 0.0 -31.388187306621177 -13.407572564303248
175.80353021621704 19.064812660217285 0.7501111509255961 -0.6670177578926086 -1.6898223161697388 -2.0038394927978516 0.0 -31.388187306621177 -13.176995450268677
76.11140012741089 66.42719864845276 1.040663757014108 0.11807376146316528 -1.2964781522750854 -1.378969430923462 0.0 -31.388187306621177 -12.941501166779712
2.0086169242858887 34.27811622619629 1.2974459046478615 -0.41197866201400757 -2.5772125720977783 -1.795815259218216 0.0 -31.388187306621177 -12.83169428532457
79.89696264266968 68.86635303497314 1.4744473965351519 0.2596568465232849 -2.572431206703186 -2.619971215724945 0.0 -31.388187306621177 -12.798508067795183
76.71653032302856 20.05001664161682 0.378324010451341 -0.47722625732421875 -2.3462679386138916 -2.559949040412903 0.0 -31.388187306621177 -13.789833289462585
109.86759662628174 24.783214330673218 1.1764983153544346 0.5296038389205933 -1.3621407747268677 -0.6559384167194366 0.0 -31.388187306621177 -12.873696698996731
26.796448230743408 50.86509704589844 0.896099025934167 -1.4472777247428894 -1.0526292324066162 -1.117532730102539 0.0 -31.388187306621177 -13.041172519821796
56.86725378036499 27.453206777572632 1.0562118325611125 -0.0598677396774292 -1.0140445232391357 -0.7805595099925995 0.0 -31.388187306621177 -12.932549933902958
39.22635316848755 45.078206062316895 0.3451903163545593 -1.3048656582832336 -2.00230610370636 -1.806261122226715 0.0 -31.388187306621177 -13.877457556528245
63.02276849746704 64.04854774475098 0.27545606579532717 0.5231112837791443 -2.1323260068893433 -2.468398094177246 0.0 -31.388187306621177 -14.09586459096748
